,Unnamed: 0,lng,lat,id,icon_caption_x,speed_limit,raw_text,icon_caption_y,geom_type,geometry,id_clean,dist_m
261,297,71.422525,51.0836379,07e57c12-015f-11eb-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01 Нур-Султан, пр. Мангилик Ел/ул. Т. Рыскулова - Сергек Старый номер: KZ-KZ-AST-5283 Дата последних изменений: 2023-07-07 15:55:51 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.422525 51.0836379, 71.422674844753 51.085434019048, 71.423643718315 51.085293505374, 71.422525 51.0836379))",07e57c12-015f-11eb-9092-001876201992,755.8119030654262
262,298,71.4226108,51.0832291,1593b7dd-015f-11eb-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01 Нур-Султан, пр. Мангилик Ел/ул. Т. Рыскулова - Сергек Старый номер: KZ-KZ-AST-5284 Дата последних изменений: 2023-07-07 15:57:03 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4226108 51.0832291, 71.422460956304 51.081432980961, 71.421492091324 51.081573494692, 71.4226108 51.0832291))",1593b7dd-015f-11eb-9092-001876201992,796.9939991011219
263,299,71.4222299,51.0834352,da3064a7-015f-11eb-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01 Нур-Султан, пр. Мангилик Ел/ул. Т. Рыскулова - Сергек Старый номер: KZ-KZ-AST-5285 Дата последних изменений: 2020-09-28 09:54:35 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4222299 51.0834352, 71.420085495498 51.083505797766, 71.420253256214 51.083962271856, 71.4222299 51.0834352))",da3064a7-015f-11eb-9092-001876201992,763.3724461501347
264,300,71.4229702,51.0834149,e392b9fb-015f-11eb-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01 Нур-Султан, пр. Мангилик Ел/ул. Т. Рыскулова - Сергек Старый номер: KZ-KZ-AST-5286 Дата последних изменений: 2020-09-28 09:54:51 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4229702 51.0834149, 71.425114603571 51.08334430236, 71.424946842997 51.08288782826, 71.4229702 51.0834149))",e392b9fb-015f-11eb-9092-001876201992,793.915409692301
265,301,71.4241761,51.086719,5b5ff50a-0161-11eb-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTP307 Нур-Султан, от ул. Турара Рыскулова в сторону просп. Улы Дала Старый номер: KZ-KZ-AST-5287 Дата последних изменений: 2020-09-28 10:05:22 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4241761 51.086719, 71.426322291617 51.086671923061, 71.426167227338 51.086213679259, 71.4241761 51.086719))",5b5ff50a-0161-11eb-9092-001876201992,610.464133767922
266,302,71.4257123,51.0911523,3338c19c-0162-11eb-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01 Нур-Султан, пр. Мангилик Ел/ул. А. Кекилбайулы - Сергек Старый номер: KZ-KZ-AST-5288 Дата последних изменений: 2020-09-28 10:11:24 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4257123 51.0911523, 71.427857062327 51.09108170236, 71.427689273687 51.09062522826, 71.4257123 51.0911523))",3338c19c-0162-11eb-9092-001876201992,682.5863849087183
267,303,71.4248969,51.0911861,3ec2e8b4-0162-11eb-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01 Нур-Султан, пр. Мангилик Ел/ул. А. Кекилбайулы - Сергек Старый номер: KZ-KZ-AST-5289 Дата последних изменений: 2020-09-28 10:11:43 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4248969 51.0911861, 71.42346705741 51.091233165177, 71.423578916631 51.091537481238, 71.4248969 51.0911861))",3ec2e8b4-0162-11eb-9092-001876201992,629.9633767229319
268,304,71.4253636,51.0909125,5241eb8a-0162-11eb-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01 Нур-Султан, пр. Мангилик Ел/ул. А. Кекилбайулы - Сергек Старый номер: KZ-KZ-AST-5290 Дата последних изменений: 2023-07-07 15:55:18 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4253636 51.0909125, 71.425176264263 51.088667351201, 71.423964981842 51.088842993365, 71.4253636 51.0909125))",5241eb8a-0162-11eb-9092-001876201992,651.4135308740312
269,305,71.4252831,51.0914023,5e0f6b1a-0162-11eb-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01 Нур-Султан, пр. Мангилик Ел/ул. А. Кекилбайулы - Сергек Старый номер: KZ-KZ-AST-5291 Дата последних изменений: 2023-07-07 15:55:05 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4252831 51.0914023, 71.425470437387 51.09364744881, 71.426681732663 51.093471806718, 71.4252831 51.0914023))",5e0f6b1a-0162-11eb-9092-001876201992,663.6611131053844
272,308,71.4015357,51.0866338,661a346d-0226-11eb-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTP37 Нур-Султан, от ул. 31 в сторону просп. Улы Дала Старый номер: KZ-KZ-AST-5298 Дата последних изменений: 2020-09-29 09:35:50 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4015357 51.0866338, 71.401685554458 51.088429919048, 71.402654490774 51.088289405374, 71.4015357 51.0866338))",661a346d-0226-11eb-9092-001876201992,1079.522182140981
273,309,71.4019219,51.0864074,70fde18e-0226-11eb-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTP37 Нур-Султан, от ул. 31 в сторону просп. Улы Дала Старый номер: KZ-KZ-AST-5299 Дата последних изменений: 2020-09-29 09:36:09 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4019219 51.0864074, 71.404066442304 51.08633680236, 71.403898670877 51.08588032826, 71.4019219 51.0864074))",70fde18e-0226-11eb-9092-001876201992,1060.8006126372711
274,310,71.4075356,51.1029058,2fea7dbb-022f-11eb-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTP374 Нур-Султан, от ул. Орынбор в сторону просп. Улы Дала Старый номер: KZ-KZ-AST-5300 Дата последних изменений: 2020-09-29 10:38:45 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4075356 51.1029058, 71.407310738797 51.100211621441, 71.405856822812 51.100422392037, 71.4075356 51.1029058))",2fea7dbb-022f-11eb-9092-001876201992,1640.312612264003
278,314,71.4114763,51.0979701,4d38a2ec-0c8c-11eb-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTP264-КРЗ- Нур-Султан, от ул. А?мешіт в сторону просп. ?абанбай Батыр Старый номер: KZ-KZ-AST-5420 Дата последних изменений: 2020-10-12 15:10:29 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4114763 51.0979701, 71.411551264495 51.099318216218, 71.412280962936 51.099220813584, 71.4114763 51.0979701))",4d38a2ec-0c8c-11eb-9092-001876201992,1029.2619864300918
279,315,71.4114602,51.097504,5b39d4fe-0c8c-11eb-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTP264-КРЗ- Нур-Султан, от ул. А?мешіт в сторону просп. ?абанбай Батыр Старый номер: KZ-KZ-AST-5421 Дата последних изменений: 2020-10-12 15:10:53 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4114602 51.097504, 71.41138523606 51.096155883787, 71.41065554499 51.096253286463, 71.4114602 51.097504))",5b39d4fe-0c8c-11eb-9092-001876201992,980.9878902430622
280,316,71.4168838,51.097216,78121aad-0c8d-11eb-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTP265 Нур-Султан, от ул. Т?ркістан в сторону ул. Букар жырау Старый номер: KZ-KZ-AST-5422 Дата последних изменений: 2020-10-12 15:18:50 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4168838 51.097216, 71.416996216565 51.098563089286, 71.41772308511 51.098457704031, 71.4168838 51.097216))",78121aad-0c8d-11eb-9092-001876201992,886.3707920023656
301,337,71.4075534,51.0856131,5aca1d96-0d5d-11eb-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTP212 Нур-Султан, от ул. Абая в сторону ул. Абая Старый номер: KZ-KZ-AST-5457 Дата последних изменений: 2020-10-13 16:06:57 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4075534 51.0856131, 71.410412740637 51.085518969813, 71.410189049242 51.08491033768, 71.4075534 51.0856131))",5aca1d96-0d5d-11eb-9092-001876201992,739.6375094135926
302,338,71.4071296,51.0854408,65a053b8-0d5d-11eb-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTP212 Нур-Султан, от ул. Абая в сторону ул. Абая Старый номер: KZ-KZ-AST-5458 Дата последних изменений: 2020-10-13 16:07:15 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4071296 51.0854408, 71.407017211854 51.084093710721, 71.406290528376 51.084199096019, 71.4071296 51.0854408))",65a053b8-0d5d-11eb-9092-001876201992,774.8979747329585
303,339,71.4070813,51.0858598,767f67e1-0d5d-11eb-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTP212 Нур-Султан, от ул. Абая в сторону ул. Абая Старый номер: KZ-KZ-AST-5459 Дата последних изменений: 2020-10-13 16:07:43 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4070813 51.0858598, 71.407178703768 51.087027277381, 71.407808501834 51.086935943493, 71.4070813 51.0858598))",767f67e1-0d5d-11eb-9092-001876201992,753.3624412783773
304,340,71.4169314,51.0844489,a7474ac2-0d5f-11eb-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTP78 Нур-Султан, от ул. Турара Рыскулова в сторону ул. Турара Рыскулова Старый номер: KZ-KZ-AST-5460 Дата последних изменений: 2020-10-13 16:23:24 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4169314 51.0844489, 71.41700634258 51.085797016218, 71.417735827708 51.085699613584, 71.4169314 51.0844489))",a7474ac2-0d5f-11eb-9092-001876201992,535.0515810781883
331,367,71.4100225,51.093545,cb5c883f-15d1-11ee-8798-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ Астана, улица Гейдара Алиева Старый номер: KZ-KZ-AST-8692 Дата последних изменений: 2023-06-28 18:35:29 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4100225 51.093545, 71.409922556638 51.091747511716, 71.408949718508 51.091877381951, 71.4100225 51.093545))",cb5c883f-15d1-11ee-8798-001876201992,653.9971293520606
332,368,71.4097436,51.093741,d9bf6b58-15d1-11ee-8798-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ Астана, улица Гейдара Алиева Старый номер: KZ-KZ-AST-8693 Дата последних изменений: 2023-06-28 18:35:54 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4097436 51.093741, 71.406883756825 51.093835130355, 71.407107487626 51.094443762475, 71.4097436 51.093741))",d9bf6b58-15d1-11ee-8798-001876201992,683.2191023403209
333,369,71.4100011,51.0939707,e1f22502-15d1-11ee-8798-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ Астана, улица Гейдара Алиева Старый номер: KZ-KZ-AST-8694 Дата последних изменений: 2023-06-28 18:36:07 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4100011 51.0939707, 71.410150978234 51.095766819048, 71.411120068276 51.095626305374, 71.4100011 51.0939707))",e1f22502-15d1-11ee-8798-001876201992,690.2913758419247
334,370,71.4103337,51.0937477,ebd172b4-15d1-11ee-8798-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ Астана, улица Гейдара Алиева Старый номер: KZ-KZ-AST-8695 Дата последних изменений: 2023-06-28 18:36:24 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4103337 51.0937477, 71.413193543603 51.093653569813, 71.41296981286 51.09304493768, 71.4103337 51.0937477))",ebd172b4-15d1-11ee-8798-001876201992,656.352900430707
338,374,71.4253108,51.1094647,824513c7-1fe7-11ee-a212-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ, Астана, улица Орынбор Старый номер: KZ-KZ-AST-8836 Дата последних изменений: 2023-07-11 14:36:30 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4253108 51.1094647, 71.425160833323 51.106768467574, 71.423701073527 51.106963272926, 71.4253108 51.1094647))",824513c7-1fe7-11ee-a212-001876201992,2331.929936074674
339,375,71.4252357,51.1097956,9679b76a-1fe7-11ee-a212-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ, Астана, улица Орынбор Старый номер: KZ-KZ-AST-8837 Дата последних изменений: 2023-07-11 14:36:41 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4252357 51.1097956, 71.425385667349 51.112491832435, 71.426845437626 51.112297027168, 71.4252357 51.1097956))",9679b76a-1fe7-11ee-a212-001876201992,2366.0463855777625
340,376,71.4256219,51.1095862,a0795ecf-1fe7-11ee-a212-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ, Астана, улица Орынбор Старый номер: KZ-KZ-AST-8838 Дата последних изменений: 2023-07-11 14:36:58 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4256219 51.1095862, 71.429916406718 51.109492046123, 71.429606124736 51.108575558517, 71.4256219 51.1095862))",a0795ecf-1fe7-11ee-a212-001876201992,2350.7995838042316
341,377,71.4249138,51.1095795,ac330f5d-1fe7-11ee-a212-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ, Астана, улица Орынбор Старый номер: KZ-KZ-AST-8839 Дата последних изменений: 2023-07-11 14:37:18 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4249138 51.1095795, 71.421335044932 51.109657961775, 71.421593613327 51.110421701431, 71.4249138 51.1095795))",ac330f5d-1fe7-11ee-a212-001876201992,2337.048169726482
349,385,71.4216652,51.1008108,e89a7c25-2993-11ee-a212-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ, Астана, улица Бухар Жырау Старый номер: KZ-KZ-ALA-8902 Дата последних изменений: 2023-07-23 22:03:30 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4216652 51.1008108, 71.417368891349 51.100810799621, 71.417627990242 51.101733527517, 71.4216652 51.1008108))",e89a7c25-2993-11ee-a212-001876201992,1336.669830917913
350,386,71.4224806,51.1008311,f9cf70fa-2993-11ee-a212-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ, Астана, улица Бухар Жырау Старый номер: KZ-KZ-AST-8903 Дата последних изменений: 2023-07-23 22:03:22 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4224806 51.1008311, 71.426766445012 51.100642906327, 71.426405475407 51.099733775624, 71.4224806 51.1008311))",f9cf70fa-2993-11ee-a212-001876201992,1355.5265804337669
351,387,71.4221158,51.1005406,0a1459ae-2994-11ee-a212-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ, Астана, улица Бухар Жырау Старый номер: KZ-KZ-ALA-8904 Дата последних изменений: 2023-07-23 22:03:49 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4221158 51.1005406, 71.421965862273 51.097844367574, 71.420506384277 51.098039172926, 71.4221158 51.1005406))",0a1459ae-2994-11ee-a212-001876201992,1316.9612226891452
352,388,71.4220943,51.1010608,103959f9-2994-11ee-a212-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ, Астана, улица Бухар Жырау Старый номер: KZ-KZ-ALA-8905 Дата последних изменений: 2023-07-23 22:03:59 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4220943 51.1010608, 71.422244239012 51.103757032435, 71.42370373346 51.103562227168, 71.4220943 51.1010608))",103959f9-2994-11ee-a212-001876201992,1371.7795629389282
353,389,71.4005,51.0825228,47816e5f-328a-11ee-a212-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTLU100 Нур-Султан, от просп. Т?ран в сторону ул. Турара Рыскулова Старый номер: KZ-KZ-AST-8960 Дата последних изменений: 2023-08-04 07:46:38 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4005 51.0825228, 71.406222658495 51.082397261497, 71.405809191261 51.081175278023, 71.4005 51.0825228))",47816e5f-328a-11ee-a212-001876201992,1340.162703351537
356,392,71.4482016,51.0876751,8c9b4c5d-47eb-11ee-a212-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ, Астана, Есильский район, проспект Аль-Фараби Старый номер: KZ-KZ-AST-9081 Дата последних изменений: 2023-08-31 12:46:07 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4482016 51.0876751, 71.448051703983 51.084978867574, 71.446592631992 51.085173672926, 71.4482016 51.0876751))",8c9b4c5d-47eb-11ee-a212-001876201992,2226.6426135339616
357,393,71.44803,51.0880873,9e60dedd-47eb-11ee-a212-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ, Астана, Есильский район, проспект Аль-Фараби Старый номер: KZ-KZ-AST-9082 Дата последних изменений: 2023-08-31 12:46:19 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.44803 51.0880873, 71.448179896951 51.090783532435, 71.449638981975 51.090588727168, 71.44803 51.0880873))",9e60dedd-47eb-11ee-a212-001876201992,2211.5327377765925
358,394,71.4489848,51.0897968,d3607e99-47eb-11ee-a212-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ, Астана, Есильский район, проспект Аль-Фараби Старый номер: KZ-KZ-AST-9083 Дата последних изменений: 2023-08-31 12:47:48 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4489848 51.0897968, 71.448834897107 51.087100567574, 71.44737575818 51.087295372926, 71.4489848 51.0897968))",d3607e99-47eb-11ee-a212-001876201992,2275.207477407754
359,395,71.448663,51.0899657,e07256c7-47eb-11ee-a212-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ, Астана, Есильский район, проспект Аль-Фараби Старый номер: KZ-KZ-AST-9084 Дата последних изменений: 2023-08-31 12:48:10 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.448663 51.0899657, 71.448887797881 51.092659878572, 71.450341307061 51.092449108061, 71.448663 51.0899657))",e07256c7-47eb-11ee-a212-001876201992,2253.3213828927314
367,403,71.4053221,51.0816227,eeea3ec0-2787-11ee-a212-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку Астана, улица Хусейн бен Талал Старый номер: KZ--1-10486 Дата последних изменений: 2024-06-22 11:22:48 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4053221 51.0816227, 71.400318685534 51.081787428121, 71.400710111867 51.082852534332, 71.4053221 51.0816227))",eeea3ec0-2787-11ee-a212-001876201992,1148.9953105247369
368,404,71.40632,51.08167,d9460c87-2787-11ee-a212-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку Астана, улица Хусейн бен Талал Старый номер: KZ--1-10487 Дата последних изменений: 2024-06-22 11:23:33 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.40632 51.08167, 71.412042553003 51.081544461497, 71.41162909339 51.080322478023, 71.40632 51.08167))",d9460c87-2787-11ee-a212-001876201992,1099.1329246479963
377,413,71.447135,51.084728,de1a108c-d329-11ef-bcb7-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ, Астана, пр Аль-Фараби Старый номер: KZ-KZ-AST-11128 Дата последних изменений: 2025-01-15 11:17:04 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.447135 51.084728, 71.447085037845 51.083829255858, 71.446598711501 51.083894190975, 71.447135 51.084728))",de1a108c-d329-11ef-bcb7-001876201992,2203.457037361032
378,414,71.4468709,51.084775,0795544b-d32a-11ef-bcb7-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ, Астана, пр Аль-Фараби Старый номер: KZ-KZ-AST-11129 Дата последних изменений: 2025-01-15 11:18:14 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4468709 51.084775, 71.447020748436 51.086571119048, 71.447989645816 51.086430605374, 71.4468709 51.084775))",0795544b-d32a-11ef-bcb7-001876201992,2184.3039571781524
379,415,71.41745,51.06936,69cd8bd9-d814-11ef-8287-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ, Астана, проспект Мангилик Ел Старый номер: KZ--1-11149 Дата последних изменений: 2025-01-21 17:26:05 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.41745 51.06936, 71.417949151385 51.073845506727, 71.420360462732 51.073467720807, 71.41745 51.06936))",69cd8bd9-d814-11ef-8287-001876201992,2212.8372276714767
388,424,71.4346967,51.0896377,38d6d394-1550-11f0-95de-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01 Нур-Султан,  Сергек Старый номер: KZ-KZ-AST-11603 Дата последних изменений: 2025-04-09 16:43:44 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4346967 51.0896377, 71.434621748811 51.088289583787, 71.433892181858 51.088386986463, 71.4346967 51.0896377))",38d6d394-1550-11f0-95de-001876201992,1277.2135845791042
389,425,71.4343909,51.0898336,248550f1-1551-11f0-95de-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01 Нур-Султан,  Сергек Старый номер: KZ-KZ-AST-11604 Дата последних изменений: 2025-04-09 16:44:29 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4343909 51.0898336, 71.432246198838 51.089904197766, 71.432413982762 51.090360671856, 71.4343909 51.0898336))",248550f1-1551-11f0-95de-001876201992,1256.801861927736
390,426,71.4346967,51.0899823,41e8b54d-1551-11f0-95de-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01 Нур-Султан,  Сергек Старый номер: KZ-KZ-AST-11605 Дата последних изменений: 2025-04-09 16:45:19 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4346967 51.0899823, 71.434734181281 51.0913310325, 71.435466349004 51.091241642158, 71.4346967 51.0899823))",41e8b54d-1551-11f0-95de-001876201992,1279.0756157203673
391,427,71.43504,51.0898066,64202637-1551-11f0-95de-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01 Нур-Султан,  Сергек Старый номер: KZ-KZ-AST-11606 Дата последних изменений: 2025-04-09 16:46:16 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.43504 51.0898066, 71.437186334896 51.089759523061, 71.437031260265 51.089301279259, 71.43504 51.0898066))",64202637-1551-11f0-95de-001876201992,1301.9322054141123
